company,country,sector
Pragma Inkaso S.A. (PRI),Poland,Investing/Securities Companies
Praia das Gaivotas Inversiones S.A. (S3452),Spain,Investing/Securities Companies
Prasium S.A. (S2429),Spain,Investing/Securities Companies
Precious Metals & Mining Trust (PMMTF),United States,Investing/Securities Companies
Precious Metals & Mining Trust (MMP.UN),Canada,Investing/Securities Companies
Precious Metals Bullion Trust Un (PBU.UN),Canada,Investing/Securities Companies
Precision Inversiones S.A. (S0317),Spain,Investing/Securities Companies
Prefelicity S.A. (S0058),Spain,Investing/Securities Companies
Preferred Share Investment Trust Un (PSF.UN),Canada,Investing/Securities Companies
Premier Asset Management Group PLC (PAM),United Kingdom,Investing/Securities Companies
Premier Energy & Water Trust PLC (PEW),United Kingdom,Investing/Securities Companies
Premier Enterprise PCL (PE),Thailand,Investing/Securities Companies
Premier Enterprise PCL NVDR (PE-R),Thailand,Investing/Securities Companies
Premium Income Corp. Cl A (PIC.A),Canada,Investing/Securities Companies
Premium Income Corp. Pfd. A (PIC.PR.A),Canada,Investing/Securities Companies
Premium Inversiones S.A. (S2432),Spain,Investing/Securities Companies
PRESCO Group S.A. (PRE),Poland,Investing/Securities Companies
Presea Canteras S.A. (S2433),Spain,Investing/Securities Companies
President Securities Corp. (2855),Taiwan,Investing/Securities Companies
Prestigi Total S.A. (S2435),Spain,Investing/Securities Companies
Presto Inversiones S.A. (S2436),Spain,Investing/Securities Companies
Previgalia Instituciones S.A. (S1495),Spain,Investing/Securities Companies
Previsora Inversiones S.A. (S2440),Spain,Investing/Securities Companies
Prezanes de Inversiones S.A. (S2439),Spain,Investing/Securities Companies
Price Inversiones S.A. (S2441),Spain,Investing/Securities Companies
Prime Dividend Corp. (PDV),Canada,Investing/Securities Companies
Prime Dividend Corp. Pfd. A (PDV.PR.A),Canada,Investing/Securities Companies
Prime Financial Group Ltd. (PFG),Australia,Investing/Securities Companies
Prime Property Development Corp. Ltd. (530695),India,Investing/Securities Companies
Primus Guaranty Ltd. (PRSG),United States,Investing/Securities Companies
Princess Private Equity Holding Ltd. (PEY),United Kingdom,Investing/Securities Companies
Princess Private Equity Holding Ltd. (PEYA),Germany,Investing/Securities Companies
Principal Horizonte C SA de CV S.I.I.D. A (LIQUIDOA),Mexico,Investing/Securities Companies
Principal Institucional SA de CV S.I.I.D. A (PRINFGUA),Mexico,Investing/Securities Companies
Principal Real Estate Income Fund (PGZ),United States,Investing/Securities Companies
Principal RV S.A. de C.V. Series A (PEMERGEA),Mexico,Investing/Securities Companies
Principal S SA de CV S.I.I.D. A (PRINFMPA),Mexico,Investing/Securities Companies
Prior Capital S.A. (S3199),Spain,Investing/Securities Companies
Priority Aviation Inc. (PJET),United States,Investing/Securities Companies
Pripusa S.A. (S2443),Spain,Investing/Securities Companies
Prism Finance Ltd. (531735),India,Investing/Securities Companies
Prism Medico & Pharmacy Ltd. (512217),India,Investing/Securities Companies
Prithvi Softech Ltd. (531688),India,Investing/Securities Companies
Pritur Inversiones S.A. (S2445),Spain,Investing/Securities Companies
Privaclar S.A. (S2446),Spain,Investing/Securities Companies
Privandalus Inversiones I S.A. (S3559),Spain,Investing/Securities Companies
Privandalus Inversiones II S.A. (S3514),Spain,Investing/Securities Companies
Private & Commercial Finance Group PLC (PCF),United Kingdom,Investing/Securities Companies
Private Assets AG (LSN),Germany,Investing/Securities Companies
Private Equity Holding AG Reg (PEHN),Switzerland,Investing/Securities Companies
Private Equity Investor PLC (PEQ),United Kingdom,Investing/Securities Companies
Private Equity Managers S.A. (PEM),Poland,Investing/Securities Companies
Privilege Inversiones S.A. (S2444),Spain,Investing/Securities Companies
Pro Fin Capital Services Ltd. (511557),India,Investing/Securities Companies
Proaim Enterprises Ltd. (512105),India,Investing/Securities Companies
Process Inversiones S.A. (S2448),Spain,Investing/Securities Companies
Procimmo Swiss Commercial Fund (PSCF),Switzerland,Investing/Securities Companies
Proemer Inversiones S.A. (S3214),Spain,Investing/Securities Companies
Profit Inversiones S.A. (S2451),Spain,Investing/Securities Companies
Profit Investors S.A. (S2450),Spain,Investing/Securities Companies
Profitalia S.A. (S2703),Spain,Investing/Securities Companies
Profundiza Investment S.A. (S3300),Spain,Investing/Securities Companies
Proincrea Investment S.A. (S2453),Spain,Investing/Securities Companies
Prolide 2010 Inversiones S.A. (S3561),Spain,Investing/Securities Companies
Promocinver S.A. (S2454),Spain,Investing/Securities Companies
Promozalia S.A. (S2457),Spain,Investing/Securities Companies
Pronusero S.A. (S2455),Spain,Investing/Securities Companies
Prospect Capital Corp. (PSEC),United States,Investing/Securities Companies
Prospect Capital Corp. (RK8),Germany,Investing/Securities Companies
Prospect Capital Corp. 6.25% Notes 2024 (PBB),United States,Investing/Securities Companies
Prospect Co. Ltd. (3528),Japan,Investing/Securities Companies
Prospect Inversiones S.A. (S2460),Spain,Investing/Securities Companies
Prospect Japan Fund Ltd. (PJF),United Kingdom,Investing/Securities Companies
Prospectus Inversiones S.A. (S3366),Spain,Investing/Securities Companies
Prosperity Investment Holdings Ltd. (0310),Hong Kong,Investing/Securities Companies
Proteas de Inversiones S.A. (S2459),Spain,Investing/Securities Companies
Proteva Capital S.A. (S2421),Spain,Investing/Securities Companies
ProVen Growth & Income VCT PLC (PGOO),United Kingdom,Investing/Securities Companies
Provident Financial PLC (PRVA),Germany,Investing/Securities Companies
Provident Financial PLC (FPLPF),United States,Investing/Securities Companies
Provident Financial PLC (PFG),United Kingdom,Investing/Securities Companies
Provident Financial PLC ADR (FPLPY),United States,Investing/Securities Companies
Proxama PLC (PROX),United Kingdom,Investing/Securities Companies
Prudential Dolares de Largo Plazo Plus S.A. de C.V. SIID (PRUEMA),Mexico,Investing/Securities Companies
Prudential Dolares de Largo Plazo S.A. de C.V. SIID (PRUDLSA),Mexico,Investing/Securities Companies
Prudential Global Short Duration High Yield Fund Inc. (GHY),United States,Investing/Securities Companies
Prudential Short Duration High Yield Fund Inc. (ISD),United States,Investing/Securities Companies
PS IT Infrastructure & Services Ltd. (505502),India,Investing/Securities Companies
Psagot Tel Div-20 Index Fund (MBI.DV13),Israel,Investing/Securities Companies
PSG Financial Services Ltd. Cum. Pfd. (PGFP),South Africa,Investing/Securities Companies
PSG Group Ltd. (PSG),South Africa,Investing/Securities Companies
PSG Konsult Ltd. (KST),South Africa,Investing/Securities Companies
PSJ Index Gestion S.A. (S2462),Spain,Investing/Securities Companies
PSM Holdings Inc. (PSMH),United States,Investing/Securities Companies
PTC India Financial Services Ltd. (533344),India,Investing/Securities Companies
Public Financial Holdings Ltd. (0626),Hong Kong,Investing/Securities Companies
Puebla Alcarria S.A. (S2464),Spain,Investing/Securities Companies
Pulsa Inversiones II S.A. (S2466),Spain,Investing/Securities Companies
Pulso Actual Inversiones S.A. (S2915),Spain,Investing/Securities Companies
Puma VCT 10 PLC (PUMX),United Kingdom,Investing/Securities Companies
Puma VCT 11 PLC (PU11),United Kingdom,Investing/Securities Companies
Puma VCT 12 PLC (PU12),United Kingdom,Investing/Securities Companies
Puma VCT 8 PLC (PUM8),United Kingdom,Investing/Securities Companies
Puma VCT 9 PLC (PUM9),United Kingdom,Investing/Securities Companies
Punin Do Cabo S.A. (S0004),Spain,Investing/Securities Companies
Punta Galea Inversiones S.A. (S1567),Spain,Investing/Securities Companies
Purple Group Ltd. (PPE),South Africa,Investing/Securities Companies
Purshottam Investofin Ltd. (538647),India,Investing/Securities Companies
Putnam High Income Securities Fund (PCF),United States,Investing/Securities Companies
Putnam Managed Municipal Income Trust (PMM),United States,Investing/Securities Companies
Putnam Master Intermediate Income Trust (PIM),United States,Investing/Securities Companies
Putnam Municipal Opportunities Trust (PMO),United States,Investing/Securities Companies
Putnam Premier Income Trust (PPT),United States,Investing/Securities Companies
Puyeralto S.A. (S1791),Spain,Investing/Securities Companies
Pyne Gould Corp. Ltd. (PGC),New Zealand,Investing/Securities Companies
Pzena Investment Management Inc. (PZN),United States,Investing/Securities Companies
PZU Fundusz Inwestycyjny Zamkniety Akord (PZUAKORD),Poland,Investing/Securities Companies
Q Capital Partners Co. Ltd. (016600),South Korea,Investing/Securities Companies
Q Investments Ltd. (QI),Canada,Investing/Securities Companies
Q Lotus Holdings Inc. (QLTS),United States,Investing/Securities Companies
Qatar Investment Fund PLC (QIF),United Kingdom,Investing/Securities Companies
QC Holdings Inc. (QCCO),United States,Investing/Securities Companies
QF Alpha Immobiliare (QFAL),Italy,Investing/Securities Companies
QF Amundi Re Europa (QFARE),Italy,Investing/Securities Companies
QF Amundi Re Italia (QFARI),Italy,Investing/Securities Companies
QF Atlantic 1 (QFATL),Italy,Investing/Securities Companies
QF Atlantic 2 (QFATL2),Italy,Investing/Securities Companies
QF Beta Immobiliare (QFBET),Italy,Investing/Securities Companies
QF BNL Portfolio Immobiliare (QFBPI),Italy,Investing/Securities Companies
QF Estense-Grande Distribuzione (QFEGD),Italy,Investing/Securities Companies
QF Europa Immobiliare 1 (QFEI1),Italy,Investing/Securities Companies
QF Immobiliare Dinamico (QFID),Italy,Investing/Securities Companies
QF Immobilium 2001 (QFIMM),Italy,Investing/Securities Companies
QF Invest Real Security (QFIRS),Italy,Investing/Securities Companies
QF Investietico (QFINV),Italy,Investing/Securities Companies
QF Obelisco (QFOBE),Italy,Investing/Securities Companies
QF Polis (QFPOL),Italy,Investing/Securities Companies
Qf Risparmio Immobiliare Uno Energia (QFRIE),Italy,Investing/Securities Companies
QF Securfondo (QFSEC),Italy,Investing/Securities Companies
QF Socrate (QFSOC),Italy,Investing/Securities Companies
QF Tecla (QFTEC),Italy,Investing/Securities Companies
QF Unicredit Immobiliare Uno (QFUNO),Italy,Investing/Securities Companies
QF Valore Immobiliare Global (QFVIG),Italy,Investing/Securities Companies
Quadrophenia S.A. (S1488),Spain,Investing/Securities Companies
Quaestor Investments S.A. (S2469),Spain,Investing/Securities Companies
Qualified Investor S.A. (S3287),Spain,Investing/Securities Companies
Qualitas Controladora S.A.B. de C.V. (Q),Mexico,Investing/Securities Companies
Quam Ltd. (0952),Hong Kong,Investing/Securities Companies
Quantica XXII S.A. (S3283),Spain,Investing/Securities Companies
Quantop Investments S.A. (S2472),Spain,Investing/Securities Companies
Quanzhou Huixin Micro-Credit Co. Ltd. (1577),Hong Kong,Investing/Securities Companies
Quasar de Valores S.A. (S2916),Spain,Investing/Securities Companies
Quayside Holdings Ltd. Perpetual Pref. (QHLHA),New Zealand,Investing/Securities Companies
Queen City Investments Inc. (QUCT),United States,Investing/Securities Companies
Quemen Investment S.A. (S2470),Spain,Investing/Securities Companies
Quemora Valores S.A. (S3293),Spain,Investing/Securities Companies
Quer Nina Inversiones S.A. (S2767),Spain,Investing/Securities Companies
Quercus Ilex Inversiones S.A. (S1204),Spain,Investing/Securities Companies
Quercus TFI S.A. (QRS),Poland,Investing/Securities Companies
Querqus Inversiones S.A. (S2471),Spain,Investing/Securities Companies
Quest Financial Services Ltd. (539962),India,Investing/Securities Companies
Quest for Growth (QFG),Belgium,Investing/Securities Companies
Quest for Growth (QGPLF),United States,Investing/Securities Companies
Quest Patent Research Corp. (QPRC),United States,Investing/Securities Companies
Questus Ltd. (QSS),Australia,Investing/Securities Companies
Quimera Valores S.A. (S0603),Spain,Investing/Securities Companies
Quincunce S.A. (S2476),Spain,Investing/Securities Companies
Quinto Real Management S.A. (S2802),Spain,Investing/Securities Companies
Quixote Investment S.A. (S3544),Spain,Investing/Securities Companies
Quorum 98 S.A. (S2479),Spain,Investing/Securities Companies
Quorum Inversiones S.A. (S2477),Spain,Investing/Securities Companies
Quota Inversiones S.A. (S2478),Spain,Investing/Securities Companies
QV Equities Ltd. (QVE),Australia,Investing/Securities Companies
R Split III Corp. (RBS),Canada,Investing/Securities Companies
Racafer Inversiones S.A. (S2482),Spain,Investing/Securities Companies
Radana Bhaskara Finance (HDFA),Indonesia,Investing/Securities Companies
Radian Group Inc. (RDN),United States,Investing/Securities Companies
Radisa Inversiones S.A. (S2485),Spain,Investing/Securities Companies
Rafra 2000 S.A. (S2483),Spain,Investing/Securities Companies
Raichu Inversiones S.A. (S2484),Spain,Investing/Securities Companies
Raiffeisen Bank Aval JSC (BAVL),Ukraine,Investing/Securities Companies
Rajsanket Realty Ltd. (512409),India,Investing/Securities Companies
Ralente Inversiones S.A. (S0507),Spain,Investing/Securities Companies
Rally Investments S.A. (S2487),Spain,Investing/Securities Companies
Ramchandra Leasing & Finance Ltd. (538540),India,Investing/Securities Companies
Rand Capital Corp. (RAND),United States,Investing/Securities Companies
Rande Siglo XXI S.A. (S2488),Spain,Investing/Securities Companies
Rangali & Atol Inversiones S.A. (S2489),Spain,Investing/Securities Companies
Ranger Direct Lending Fund PLC (RDL),United Kingdom,Investing/Securities Companies
Ranger Direct Lending Fund PLC Pfd. (RDLZ),United Kingdom,Investing/Securities Companies
Rank Inversiones S.A. (S2490),Spain,Investing/Securities Companies
Rasec Inversiones S.A. (S2491),Spain,Investing/Securities Companies
Ratchthani Leasing PCL (THANI),Thailand,Investing/Securities Companies
Ratchthani Leasing PCL NVDR (THANI-R),Thailand,Investing/Securities Companies
Ratevin Valores S.A. (S2492),Spain,Investing/Securities Companies
Rathbone Brothers PLC (RAT),United Kingdom,Investing/Securities Companies
Ratos AB Pfd. (RATOPREF),Sweden,Investing/Securities Companies
Ratos AB Series A (RATOA),Sweden,Investing/Securities Companies
Ratos AB Series B (RAZB),Germany,Investing/Securities Companies
Ratos AB Series B (RATOB),Sweden,Investing/Securities Companies
Ravensource Fund (RAV.UN),Canada,Investing/Securities Companies
Ravindra Trading & Agencies Ltd. (504341),India,Investing/Securities Companies
Ravistar S.A. (S2494),Spain,Investing/Securities Companies
Rayal Inversiones S.A. (S0810),Spain,Investing/Securities Companies
Raymond James Financial Inc. (RJF),United States,Investing/Securities Companies
Raymond James Financial Inc. 6.9% Sr. Notes 2042 (RJD),United States,Investing/Securities Companies
Raysum Co. Ltd. (8890),Japan,Investing/Securities Companies
RB Capital General Shopping Sulacap Fundo de Investimento Imobiliario (RBGS11),Brazil,Investing/Securities Companies
RBC Quant Global Infrastructure Leaders ETF (RIG),Canada,Investing/Securities Companies
RCE Capital Bhd (RCECAP),Malaysia,Investing/Securities Companies
RCSCCH 1604 S.A. (S2481),Spain,Investing/Securities Companies
Readen Holding Corp. (RHCO),United States,Investing/Securities Companies
Real Asset Income & Growth Fund A (RAI.UN),Canada,Investing/Securities Companies
Real Estate Credit Investments PCC Ltd. (RECI),United Kingdom,Investing/Securities Companies
Real Estate Credit Investments PCC Ltd. Pfd. (RECP),United Kingdom,Investing/Securities Companies
Real Industry Inc. (RELY),United States,Investing/Securities Companies
Real Touch Finance Ltd. (538611),India,Investing/Securities Companies
Reales Galicia S.A. (S3117),Spain,Investing/Securities Companies
Realstone Swiss Property Fund (RSPF),Switzerland,Investing/Securities Companies
Realta Inversiones S.A. (S3558),Spain,Investing/Securities Companies
Reaves Utility Income Fund (UTG),United States,Investing/Securities Companies
Rebeco 98 S.A. (S2496),Spain,Investing/Securities Companies
Rebosis Property Fund Ltd. (REB),South Africa,Investing/Securities Companies
RECM & Calibre Ltd. Pref (RACP),South Africa,Investing/Securities Companies
Record PLC (REC),United Kingdom,Investing/Securities Companies
Red Jungle Participaciones S.A. (S2498),Spain,Investing/Securities Companies
Red Leopard Holdings PLC (RLH),United Kingdom,Investing/Securities Companies
Redwood Group International (RDWD),United States,Investing/Securities Companies
Regent Pacific Group Ltd. (0575),Hong Kong,Investing/Securities Companies
Regent Pacific Group Ltd. (RPGA),Germany,Investing/Securities Companies
Regional Management Corp. (RM),United States,Investing/Securities Companies
Reinet Investments S.C.A. (RNT),Germany,Investing/Securities Companies
Reinet Investments S.C.A. GDR (REI),South Africa,Investing/Securities Companies
Reinver Inversiones S.A. (S2497),Spain,Investing/Securities Companies
Reit Indexplus Income Fund (IDR.UN),Canada,Investing/Securities Companies
Relian Capital S.A. (S1035),Spain,Investing/Securities Companies
Religare Enterprises Ltd. (532915),India,Investing/Securities Companies
Relko Inversiones S.A. (S3263),Spain,Investing/Securities Companies
Relltema Inversiones S.A. (S2505),Spain,Investing/Securities Companies
Renda de Escritorios Fundo de Investimento Imobiliario-FII (RDES11),Brazil,Investing/Securities Companies
Renergen Ltd. (REN),South Africa,Investing/Securities Companies
RENN Fund Inc. (RCG),United States,Investing/Securities Companies
Renta 4 Banco S.A. (R4),Spain,Investing/Securities Companies
Renta Insular Canaria S.A. (S2515),Spain,Investing/Securities Companies
Rentabilidad 2009 S.A. (S2513),Spain,Investing/Securities Companies
Rentactivo Capital S.A. (S0255),Spain,Investing/Securities Companies
Rentaplus 46 S.A. (S2514),Spain,Investing/Securities Companies
Renuka Holdings PLC (RHLN),Sri Lanka,Investing/Securities Companies
Renuka Holdings PLC Pfd. (RHLX),Colombia,Investing/Securities Companies
Reolso de Inversiones S.A. (S2519),Spain,Investing/Securities Companies
Reorient Group Ltd. (0376),Hong Kong,Investing/Securities Companies
Repco Home Finance Ltd. (535322),India,Investing/Securities Companies
Report Inversiones S.A. (S2527),Spain,Investing/Securities Companies
Republic Glass Holdings Corp. (REG),Philippines,Investing/Securities Companies
ResCap Liquidating Trust (RESCU),United States,Investing/Securities Companies
Residentia (STA),Switzerland,Investing/Securities Companies
Resinco Capital Partners Inc. (RIN),Canada,Investing/Securities Companies
Respomuso Inversiones S.A. (S2529),Spain,Investing/Securities Companies
Result Inversiones S.A. (S2530),Spain,Investing/Securities Companies
Retail Charity Bonds PLC 4 3/8% Reg. Notes (MCAP),United Kingdom,Investing/Securities Companies
Rex Royal Blue S.A. (S2533),Spain,Investing/Securities Companies
Reyza de Inversiones y Gestion S.A. (S2535),Spain,Investing/Securities Companies
RG 27 S.A. (S2536),Spain,Investing/Securities Companies
Rhea Girisim Sermayesi Yatirim Ortakligi A.S. (RHEAG),Turkey,Investing/Securities Companies
Rhevilo Inversiones S.A. (S2537),Spain,Investing/Securities Companies
Rhodes Investment S.A. (S2534),Spain,Investing/Securities Companies
Ribasaro S.A. (S1339),Spain,Investing/Securities Companies
Ribatino S.A. (S3206),Spain,Investing/Securities Companies
Riberas del Sor Investment S.A. (S2539),Spain,Investing/Securities Companies
Ricab 2001 Inversiones S.A. (S2540),Spain,Investing/Securities Companies
RICI Enhanced BRENT Crude Oil Total Return Index ETC (BRBR),France,Investing/Securities Companies
RICI Enhanced WTI Crude Oil Total Return Index ETC (BRWT),France,Investing/Securities Companies
Ricoh Leasing Co. Ltd. (8566),Japan,Investing/Securities Companies
Ridgewood Canadian Investment Grade Bond Fund (RIB.UN),Canada,Investing/Securities Companies
Rieta Capital S.A. (S1389),Spain,Investing/Securities Companies
Rifco Inc. (RFC),Canada,Investing/Securities Companies
Rights & Issues Investment Trust PLC Inc (RIII),United Kingdom,Investing/Securities Companies
Rijeka Investment S.A. (S2545),Spain,Investing/Securities Companies
Rimalo Inversiones S.A. (S2547),Spain,Investing/Securities Companies
Rio de Aguas Inversiones S.A. (S3145),Spain,Investing/Securities Companies
Rio Inversiones 99 S.A. (S2549),Spain,Investing/Securities Companies
Rio Nora Inversiones S.A. (S1189),Spain,Investing/Securities Companies
Rio Perla Inversiones S.A. (S2550),Spain,Investing/Securities Companies
Rio Urumea de Inversiones S.A. (S2551),Spain,Investing/Securities Companies
Riquinz Inversiones S.A. (S0414),Spain,Investing/Securities Companies
RIT Capital Partners PLC (RITPF),United States,Investing/Securities Companies
RIT Capital Partners PLC (RCP),United Kingdom,Investing/Securities Companies
Rita Investments S.A. (S3438),Spain,Investing/Securities Companies
River & Mercantile Group PLC (RIV),United Kingdom,Investing/Securities Companies
River & Mercantile UK Micro Cap Investment Co. Ltd. (RMMC),United Kingdom,Investing/Securities Companies
Rivernorth Opportunities Fund Inc. (RIV),United States,Investing/Securities Companies
RiverNorth/DoubleLine Strategic Opportunity Fund Inc. (OPP),United States,Investing/Securities Companies
Riverstone Energy Ltd. (RSE),United Kingdom,Investing/Securities Companies
RJD Green Inc. (RJDG),United States,Investing/Securities Companies
RM 99 de Inversiones S.A. (S2791),Spain,Investing/Securities Companies
RM Rheiner Management AG (RMO),Germany,Investing/Securities Companies
RMR Real Estate Income Fund (RIF),United States,Investing/Securities Companies
RMS Mezzanine A.S. (PVT),Germany,Investing/Securities Companies
Roa Patrimonio S.A. (S2792),Spain,Investing/Securities Companies
Robeco Global Total Return Bond Fund (ROR),Switzerland,Investing/Securities Companies
Robeco Global Total Return Bond Fund (M9S4),Germany,Investing/Securities Companies
Robeco N.V. (ROB),Switzerland,Investing/Securities Companies
Robeco N.V. (ROB),Germany,Investing/Securities Companies
Robeco Private Equity (ROPEQ),Netherlands,Investing/Securities Companies
Robertson Global Health Solutions Corp. (RHSC),United States,Investing/Securities Companies
Robust Global Investment S.A. (S1377),Spain,Investing/Securities Companies
Rocimar Inversiones S.A. (S3533),Spain,Investing/Securities Companies
Rodasil Inversiones 2002 S.A. (S2556),Spain,Investing/Securities Companies
Rodeo de Inversiones S.A. (S2558),Spain,Investing/Securities Companies
Rodymar 344 Invest S.A. (S3372),Spain,Investing/Securities Companies
Roinver Portfolio S.A. (S2559),Spain,Investing/Securities Companies
Rolavi Inversiones S.A. (S2562),Spain,Investing/Securities Companies
Rolinco N.V. (ROC),Germany,Investing/Securities Companies
Romercapital S.A. (S2565),Spain,Investing/Securities Companies
Romero Inversiones Mobiliarias S.A. (S2569),Spain,Investing/Securities Companies
Rongtong Cninfo 100 Index Fund (161607),China,Investing/Securities Companies
Rongtong Four Seasons Dividend Bond Fund (161614),China,Investing/Securities Companies
Rongtong Leading Growth Fund (161610),China,Investing/Securities Companies
Rongtong Money Market Securities Investment Fund (511910),China,Investing/Securities Companies
Rosaloles Inversiones S.A. (S2570),Spain,Investing/Securities Companies
Roselabs Finance Ltd. (531324),India,Investing/Securities Companies
Rosilnu S.A. (S2574),Spain,Investing/Securities Companies
Rosmar 1984 Inversiones S.A. (S0047),Spain,Investing/Securities Companies
Rosmfer Inversiones S.A. (S2563),Spain,Investing/Securities Companies
Rosmi 10 S.A. (S0834),Spain,Investing/Securities Companies
Rossi y Bertoni Inversiones S.A. (S1806),Spain,Investing/Securities Companies
Rostand Finance S.A. (S3398),Spain,Investing/Securities Companies
Rothschild & Co. (ROTH),France,Investing/Securities Companies
Rothschild & Co. (PIEJF),United States,Investing/Securities Companies
Rothschild & Co. (13F),Germany,Investing/Securities Companies
Rotresa Inversiones S.A. (S2576),Spain,Investing/Securities Companies
Routing Inversiones S.A. (S3379),Spain,Investing/Securities Companies
Royal India Corp. Ltd. (512047),India,Investing/Securities Companies
Royalty Inversiones S.A. (S2571),Spain,Investing/Securities Companies
Roybal Inversiones Mobiliarias S.A. (S0769),Spain,Investing/Securities Companies
Royce Global Value Trust Inc. (RGT),United States,Investing/Securities Companies
Royce Micro-Cap Trust Inc. (RMT),United States,Investing/Securities Companies
Royce Value Trust Inc. (RVT),United States,Investing/Securities Companies
RR Financial Consultants Ltd. (511626),India,Investing/Securities Companies
RSA 2000 Investment S.A. (S2579),Spain,Investing/Securities Companies
RSA 2001 S.A. (S2566),Spain,Investing/Securities Companies
Rubicon Inversiones S.A. (S2580),Spain,Investing/Securities Companies
Rubicon Ltd. (RBC),New Zealand,Investing/Securities Companies
Rubicon Partners S.A. (RBC),Poland,Investing/Securities Companies
Rubicon XXI S.A. (S2583),Spain,Investing/Securities Companies
Rucandio Inversiones S.A. (S2245),Spain,Investing/Securities Companies
Rudraksh Cap-Tech Ltd. (511463),India,Investing/Securities Companies
Ruffer Investment Co. Ltd. Pfd. (RICA),United Kingdom,Investing/Securities Companies
Rumapal Inversiones S.A. (S3570),Spain,Investing/Securities Companies
Rumbo 1717 S.A. (S3403),Spain,Investing/Securities Companies
Rumm Financial Brokerage (RUMI),Jordan,Investing/Securities Companies
Rumvoinvest 2008 S.A. (S3474),Spain,Investing/Securities Companies
Ruralsoria de Inversiones S.A. (S3236),Spain,Investing/Securities Companies
Ruse04 S.A. (S2577),Spain,Investing/Securities Companies
Rusina Inversiones S.A. (S1776),Spain,Investing/Securities Companies
Rutema de Inversiones S.A. (S2587),Spain,Investing/Securities Companies
Ruvecapital Inversiones S.A. (S2584),Spain,Investing/Securities Companies
Ryder Capital Ltd. (RYD),Australia,Investing/Securities Companies
S Split Corp. (SBN),Canada,Investing/Securities Companies
S Split Corp. 5.25% Cum. Pfd. (SBN.PR.A),Canada,Investing/Securities Companies
S&P Global Inc. (SPGI),United States,Investing/Securities Companies
S&P Global Inc. (MHL),Germany,Investing/Securities Companies
S&U PLC (SUS),United Kingdom,Investing/Securities Companies
S.G. 2000 Inversiones S.A. (S2586),Spain,Investing/Securities Companies
S.R. Accord Ltd. (SRAC),Israel,Investing/Securities Companies
Sabadell Urquijo Cooperacion S.A. (S0870),Spain,Investing/Securities Companies
Sabadell Urquijo Global 1 S.A. (S2705),Spain,Investing/Securities Companies
Sabadell Urquijo Global 2 S.A. (S2056),Spain,Investing/Securities Companies
Sabadell Urquijo Global 3 S.A. (S2050),Spain,Investing/Securities Companies
Sabaek Invest Co. PLC (SABK),Jordan,Investing/Securities Companies
Sabbia Inversiones S.A. (S2588),Spain,Investing/Securities Companies
Saboco Inversiones S.A. (S2543),Spain,Investing/Securities Companies
Sabuc Inversiones S.A. (S2544),Spain,Investing/Securities Companies
Sabvest Ltd. (SBV),South Africa,Investing/Securities Companies
Sabvest Ltd. N (SVN),South Africa,Investing/Securities Companies
Sacoven PLC (SCN),United Kingdom,Investing/Securities Companies
Safal Securities Ltd. (531448),India,Investing/Securities Companies
Safeguard Scientifics Inc. (SFE),United States,Investing/Securities Companies
Sagar Productions Ltd. (532092),India,Investing/Securities Companies
Sagei S.A. (S1146),Spain,Investing/Securities Companies
Sagitari 2000 S.A. (S2591),Spain,Investing/Securities Companies
Sahara Housingfina Corp. Ltd. (511533),India,Investing/Securities Companies
Sahyog Credits Ltd. (539660),India,Investing/Securities Companies
Sai Baba Investment & Commercial Enterprises Ltd. (538557),India,Investing/Securities Companies
Saint Randy S.A. (S2659),Spain,Investing/Securities Companies
Sakaki Investment S.A. (S2660),Spain,Investing/Securities Companies
Sakthi Finance Ltd. (511066),India,Investing/Securities Companies
Salamanca 1 S.A. (S2594),Spain,Investing/Securities Companies
Salamina PB Capital S.A. (S2661),Spain,Investing/Securities Companies
Salat Organization S.A. (S3336),Spain,Investing/Securities Companies
Saldana de Inversiones S.A. (S2593),Spain,Investing/Securities Companies
Salient Midstream & MLP Fund (SMM),United States,Investing/Securities Companies
Salimar Investments S.A. (S2595),Spain,Investing/Securities Companies
Salinas de Inversiones S.A. (S2597),Spain,Investing/Securities Companies
Saliona de Inversiones S.A. (S2598),Spain,Investing/Securities Companies
Sallierca S.A. (S2599),Spain,Investing/Securities Companies
Salmon Mundi Capital S.A. (S3255),Spain,Investing/Securities Companies
Salvia de Inversiones S.A. (S2604),Spain,Investing/Securities Companies
Salvora Inversiones S.A. (S3132),Spain,Investing/Securities Companies
Samalo 2007 S.A. (S3419),Spain,Investing/Securities Companies
Samboal de Inversiones S.A. (S2603),Spain,Investing/Securities Companies
Samkee Automotive Co. Ltd. (122350),South Korea,Investing/Securities Companies
Sammar S.A. (S2607),Spain,Investing/Securities Companies
Samsung Card Co. Ltd. (029780),South Korea,Investing/Securities Companies
Samsung China A50 Futures ETN(H) (530014),South Korea,Investing/Securities Companies
Samsung KODEX 200 Equal Weight ETF (252650),South Korea,Investing/Securities Companies
Samsung KODEX 200 Futures Inverse 2x ETF (252670),South Korea,Investing/Securities Companies
Samsung KTOP30 ETN (530013),South Korea,Investing/Securities Companies
Samsung Leverage ChinaA50 Futures ETN(H) (530023),South Korea,Investing/Securities Companies
Samsung Perfex Biotechnology Theme ETN (530005),South Korea,Investing/Securities Companies
